         MJD         m       dm       uJy   duJy F  err    chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset      duJy_new
58962.440872 19.674510      NaN      18.0     12 o    0     1.36 210.91067 54.31166  3509.79  5893.70 2.30 2.02  -6.9 -0.380    19.33 20.57 01a58962o0457o   0x0000           5     16.206645
58966.443503 19.922338      NaN       8.0     12 o    0     1.36 210.91067 54.31166  3577.06  5815.04 2.36 2.08  -6.7 -0.390    19.46 20.84 01a58966o0477o  0x80000           5     16.206645
58966.447207 20.103715      NaN      -4.0     11 o    0     1.57 210.91067 54.31166  3598.49  5853.89 2.61 2.43  -8.7 -0.382    19.35 20.81 01a58966o0485o  0x80000           5     15.480805
58966.481526 19.743105      NaN       9.0     14 o    0     1.09 210.91067 54.31166  3552.02  5774.69 2.70 2.44  -1.3 -0.385    19.31 20.73 01a58966o0558o   0x0000           5     17.738527
58966.509859 20.009244      NaN      -7.0     12 o    0     1.28 210.91067 54.31166  3538.30  5890.49 2.54 2.18   1.3 -0.381    19.38 20.72 01a58966o0617o   0x0000           5     16.206645
58970.448781 19.868040      NaN       7.0     13 o    0     1.20 210.91067 54.31166  1975.51  9676.05 2.35 2.12 -16.8 -0.398    19.27 20.40 01a58970o0469o   0x0000           5     16.960405
58970.452001 20.103715      NaN      -6.0     11 o    0     1.55 210.91067 54.31166  1997.94  9716.15 2.20 1.94 -17.2 -0.406    19.37 20.39 01a58970o0476o   0x0000           5     15.480805
58970.457152 19.766969      NaN       3.0     15 o    0     0.94 210.91067 54.31166  1939.40  9639.40 2.65 2.27 -14.9 -0.350    19.16 20.40 01a58970o0487o   0x0000           5     18.537943
58970.490772 19.609992      NaN      21.0     12 o    0     0.78 210.91067 54.31166  1924.61  9748.27 2.09 1.87 -19.6 -0.413    19.53 20.75 01a58970o0559o   0x0000           5     16.206645
58972.419238 19.766969      NaN     -11.0     15 o    0     1.40 210.91067 54.31166  2803.50  2867.40 2.11 1.85  29.7 -0.450    19.17 19.82 02a58972o0397o   0x0000           5     18.537943
58972.422918 19.419021      NaN      25.0     14 o    0     1.26 210.91067 54.31166  2782.98  2828.26 2.14 1.84  32.5 -0.444    19.18 19.83 02a58972o0405o   0x0000           5     17.738527
58972.430713 19.436675      NaN      15.0     17 o    0     0.90 210.91067 54.31166  2842.82  2902.10 2.18 1.87  29.9 -0.444    19.18 19.84 02a58972o0422o  0x80000           5     20.190476
58972.443618 19.696897      NaN      -3.0     16 o    0     0.70 210.91067 54.31166  2861.77  2782.74 2.05 1.87  26.3 -0.447    19.21 19.82 02a58972o0450o   0x0000           5     19.356015
58974.424177 19.454622      NaN     -15.0     20 o    0     0.98 210.91067 54.31166  1975.07  9678.61 2.40 2.07 -20.4 -0.361    18.78 19.36 01a58974o0429o   0x0000           5     22.774006
58974.427405 19.510313      NaN     -42.0     19 o    0     1.10 210.91067 54.31166  1994.68  9716.37 1.94 1.74 -19.8 -0.419    19.02 19.36 01a58974o0436o   0x0000           5     21.901035
58974.434776 19.384550 0.356257      69.0     21 o    0     0.75 210.91067 54.31166  1934.83  9638.42 1.93 1.73 -31.0 -0.424    19.00 19.36 01a58974o0452o   0x0000           5     23.657035
58974.469127 19.401649      NaN      -3.0     21 o    0     1.10 210.91067 54.31166  1925.22  9753.16 2.11 1.86 -22.1 -0.422    18.84 19.34 01a58974o0525o   0x0000           5     23.657035
58976.411130 19.014394      NaN      -1.0     30 o    0     1.31 210.91067 54.31166  2797.68  2856.51 2.44 2.01 -58.2 -0.430    18.29 18.61 02a58976o0371o  0x80000           5     31.916380
58976.414787 18.323878      NaN      82.0     31 o    0     1.07 210.91067 54.31166  2778.13  2817.94 2.36 1.84 -56.1 -0.436    18.34 18.60 02a58976o0379o   0x0000           5     32.858109
58976.449529 19.051202      NaN     -18.0     29 o    0     1.44 210.91067 54.31166  2835.92  2891.75 2.11 1.83 -56.6 -0.449    18.37 18.50 02a58976o0454o  0x80000           5     30.978304
58976.477731 19.014394      NaN     -10.0     30 o    0     1.22 210.91067 54.31166  2852.28  2770.74 2.12 1.93 -48.5 -0.439    18.30 18.44 02a58976o0514o   0x0000           5     31.916380
58978.421878 19.631075      NaN       5.0     17 o    0     1.02 210.91067 54.31166  5009.12  1936.85 2.09 1.74  -4.6 -0.423    19.16 19.54 01a58978o0280o   0x0000           5     20.190476
58978.425103 19.841877      NaN      -5.0     14 o    0     1.14 210.91067 54.31166  5027.93  1974.86 1.89 1.75   9.9 -0.416    19.20 19.53 01a58978o0287o   0x0000           5     17.738527
58978.430630 19.696897      NaN     -17.0     16 o    0     1.27 210.91067 54.31166  4973.95  1897.82 2.03 1.73  -2.4 -0.420    19.17 19.51 01a58978o0299o   0x0000           5     19.356015
58978.441236 19.271854      NaN      22.0     18 o    0     0.90 210.91067 54.31166  4955.87  2012.26 1.83 1.78   5.0 -0.415    19.17 19.49 01a58978o0322o  0x80000           5     21.039376
58980.405310 19.631075      NaN      11.0     15 o    0     1.05 210.91067 54.31166  1468.30  6788.08 2.02 1.87 -46.5 -0.450    19.38 20.25 02a58980o0371o   0x0000           5     18.537943
58980.408513 19.696897      NaN       8.0     15 o    0     0.96 210.91067 54.31166  1445.94  6745.58 2.07 1.92   9.7 -0.430    19.34 20.21 02a58980o0378o   0x0000           5     18.537943
58980.414484 19.922338      NaN      -9.0     13 o    0     1.32 210.91067 54.31166  1504.38  6820.18 2.06 1.89  12.7 -0.437    19.35 20.19 02a58980o0391o   0x0000           5     16.960405
58980.425917 13.390990      NaN     974.0   5004 o    0     1.23 210.91067 54.31166  1523.22  6702.47 3.30 3.25 -83.4 -0.175    14.53 15.86 02a58980o0416o 0x400802           5   5004.011856
58982.383105 19.631075      NaN      23.0     11 o    0     0.87 210.91067 54.31166  4995.77  1932.79 2.06 1.87  -2.3 -0.415    19.71 21.14 01a58982o0315o   0x0000           5     15.480805
58982.386786 19.979496      NaN      12.0     10 o    0     1.22 210.91067 54.31166  5016.57  1972.00 1.87 1.79  58.2 -0.425    19.75 21.11 01a58982o0323o  0x80000           5     14.786999
58982.392326 20.103715      NaN      -7.0     11 o    0     1.23 210.91067 54.31166  4960.62  1894.56 1.86 1.81  39.0 -0.427    19.78 21.12 01a58982o0335o   0x0000           5     15.480805
58982.424208 20.207197      NaN       8.0      9 o    0     1.58 210.91067 54.31166  4953.00  2010.14 1.89 1.77   0.9 -0.422    19.80 21.03 01a58982o0403o   0x0000           5     14.129944
58986.431826 19.766969      NaN      20.0     10 o    0     0.91 210.91067 54.31166  1670.24  5383.39 1.82 1.75  88.0 -0.438    19.81 21.12 01a58986o0379o  0x80000           5     14.786999
58986.435047 19.922338      NaN      14.0     10 o    0     1.80 210.91067 54.31166  1690.54  5422.90 2.01 1.95  86.2 -0.421    19.72 21.13 01a58986o0386o   0x0000           5     14.786999
58986.441085 20.207197      NaN      -5.0     10 o    0     1.17 210.91067 54.31166  1632.62  5343.79 1.80 1.69 -86.5 -0.433    19.82 21.15 01a58986o0399o   0x0000           5     14.786999
58986.451221 20.321591      NaN     -13.0      9 o    0     1.08 210.91067 54.31166  1615.45  5457.78 1.89 1.76 -85.2 -0.427    19.79 21.14 01a58986o0421o   0x0000           5     14.129944
58990.364005 20.207197      NaN      -4.0     10 o    0     1.17 210.91067 54.31166  1653.40  5384.84 1.96 1.76  -8.9 -0.418    19.70 21.05 01a58990o0290o   0x0000           5     14.786999
58990.367230 20.103715      NaN       3.0     11 o    0     0.94 210.91067 54.31166  1674.90  5424.58 1.98 1.78  -7.7 -0.421    19.71 21.03 01a58990o0297o  0x80000           5     15.480805
58990.373222 20.009244      NaN      -3.0     12 o    0     0.79 210.91067 54.31166  1616.84  5344.92 1.93 1.75  -9.0 -0.421    19.72 21.02 01a58990o0310o   0x0000           5     16.206645
58990.407477 20.103715      NaN     -12.0     11 o    0     1.12 210.91067 54.31166  1609.11  5456.34 2.09 1.82  -9.0 -0.417    19.63 20.93 01a58990o0383o   0x0000           5     15.480805
58994.378365 19.868040      NaN      13.0     11 o    0     1.23 210.91067 54.31166  7170.04  3427.38 2.57 1.97  -5.3 -0.373    19.52 20.78 01a58994o0325o   0x0000           5     15.480805
58994.381135 19.922338      NaN     -10.0     13 o    0     0.84 210.91067 54.31166  7190.32  3464.81 2.74 2.09  -7.1 -0.353    19.45 20.75 01a58994o0331o  0x80000           5     16.960405
58994.386662 19.569016      NaN      23.0     12 o    0     1.26 210.91067 54.31166  7132.36  3387.94 2.41 2.01  -4.1 -0.385    19.53 20.67 01a58994o0343o   0x0000           5     16.206645
58994.397715 19.719755      NaN      13.0     13 o    0     0.78 210.91067 54.31166  7117.53  3503.18 2.52 1.98  -7.5 -0.375    19.44 20.64 01a58994o0367o   0x0000           5     16.960405
58998.347221 19.169763      NaN     -22.0     26 o    0     1.07 210.91067 54.31166  7163.81  3427.62 2.38 1.87  -4.7 -0.374    18.85 19.77 01a58998o0246o  0x80000           5     28.189632
58998.350437 19.631075      NaN     -27.0     17 o    0     0.73 210.91067 54.31166  7184.08  3465.53 2.41 1.89  -5.3 -0.379    19.10 20.08 01a58998o0253o   0x0000           5     20.190476
58998.355963 19.922338      NaN       2.0     13 o    0     1.98 210.91067 54.31166  7129.73  3391.48 3.30 2.30  -7.0 -0.287    19.06 20.27 01a58998o0265o  0x80000           5     16.960405
58998.367012 18.847027      NaN      35.0     25 o    0     0.94 210.91067 54.31166  7114.93  3508.13 3.24 2.31  -7.2 -0.285    18.68 19.69 01a58998o0289o   0x0000           5     27.270044
59000.363429 19.334813      NaN      15.0     19 o    0     0.77 210.91067 54.31166  9167.15  9033.14 2.38 1.98 -63.5 -0.432    19.35 20.04 02a59000o0255o   0x0000           5     21.901035
59000.366630 19.510313      NaN      11.0     17 o    0     1.29 210.91067 54.31166  9149.05  8992.05 2.33 2.02 -63.6 -0.432    19.31 20.04 02a59000o0262o   0x0000           5     20.190476
59000.373052 19.367717      NaN      22.0     16 o    0     1.31 210.91067 54.31166  9202.54  9073.76 2.34 2.00 -66.0 -0.431    19.33 20.03 02a59000o0276o  0x80000           5     19.356015
59000.384036 19.631075      NaN      -9.0     17 o    0     0.91 210.91067 54.31166  9219.56  8956.68 2.14 2.06  79.9 -0.431    19.33 20.05 02a59000o0300o   0x0000           5     20.190476
59002.369056 19.841877      NaN       4.0     14 o    0     1.27 210.91067 54.31166  5818.59  7336.32 2.35 1.80  -5.2 -0.368    19.17 19.74 01a59002o0289o  0x80000           5     17.738527
59002.372798 19.696897      NaN      -3.0     16 o    0     1.08 210.91067 54.31166  5840.59  7375.07 2.47 1.93  -6.2 -0.353    19.11 19.75 01a59002o0297o   0x0000           5     19.356015
59002.380278 19.696897      NaN     -17.0     16 o    0     0.86 210.91067 54.31166  5781.26  7298.77 2.22 1.75  -2.4 -0.379    19.19 19.77 01a59002o0313o   0x0000           5     19.356015
59002.392250 19.719755      NaN       7.0     15 o    0     1.57 210.91067 54.31166  5764.12  7412.97 2.20 1.77  -8.3 -0.373    19.21 19.76 01a59002o0339o  0x80000           5     18.537943
59004.389294 18.944322      NaN      20.0     27 o    0     1.26 210.91067 54.31166  1742.16  8904.64 2.20 2.00  26.1 -0.435    18.84 19.39 02a59004o0214o  0x80000           5     29.114521
59004.392980 18.786693      NaN      44.0     24 o    0     1.59 210.91067 54.31166  1723.38  8865.45 2.20 2.04  20.5 -0.430    18.84 19.38 02a59004o0222o   0x0000           5     26.356315
59004.399083 18.675237      NaN      29.0     33 o    0     0.92 210.91067 54.31166  1778.42  8940.44 2.39 2.27  21.2 -0.409    18.73 19.37 02a59004o0235o   0x0000           5     34.751336
59004.427174 18.757738      NaN      32.0     29 o    0     1.23 210.91067 54.31166  1796.75  8818.44 2.27 2.09  26.8 -0.429    18.75 19.28 02a59004o0260o   0x0000           5     30.978304
59006.328658 19.674510      NaN      15.0     13 o    0     1.62 210.91067 54.31166  5809.10  7337.85 2.11 1.76  -5.0 -0.388    19.10 19.45 01a59006o0202o  0x80000           5     16.960405
59006.331878 19.696897      NaN      -1.0     16 o    0     1.38 210.91067 54.31166  5830.71  7376.95 2.22 1.82  -3.9 -0.384    19.01 19.45 01a59006o0209o  0x80000           5     19.356015
59006.338331 19.491430      NaN       9.0     18 o    0     0.72 210.91067 54.31166  5772.40  7299.62 2.23 1.75  -3.0 -0.379    19.08 19.46 01a59006o0223o   0x0000           5     21.039376
59006.348930 19.696897      NaN      -3.0     16 o    0     1.28 210.91067 54.31166  5757.64  7415.58 2.32 1.85  -2.1 -0.370    18.98 19.44 01a59006o0246o   0x0000           5     19.356015
59008.357551 17.226708      NaN       7.0    155 o    0     1.49 210.91067 54.31166  1744.87  8908.13 2.20 1.84 -50.3 -0.502    17.32 17.40 02a59008o0246o 0x400800           5    155.382288
59008.360376 18.005163      NaN      -1.0     76 o    0     2.51 210.91067 54.31166  1727.87  8869.89 2.35 1.83 -51.2 -0.464    17.73 17.85 02a59008o0252o   0x0000           5     76.776659
59008.366386 18.034118      NaN     -36.0     74 o    0     1.68 210.91067 54.31166  1782.80  8944.60 2.20 1.79 -49.4 -0.471    17.91 18.05 02a59008o0265o   0x0000           5     74.797429
59008.376509 17.279100      NaN      18.0    144 o    0     0.99 210.91067 54.31166  1803.35  8827.38 2.18 1.70 -51.9 -0.494    17.54 17.49 02a59008o0287o   0x0000           5    144.411410
59010.341333 20.207197      NaN     -11.0     10 o    0     1.03 210.91067 54.31166  3177.11  1530.35 2.29 2.06   8.6 -0.401    19.60 21.25 01a59010o0226o   0x0000           5     14.786999
59010.344564 19.719755      NaN      13.0     13 o    0     0.77 210.91067 54.31166  3197.31  1569.83 2.38 1.97   0.7 -0.405    19.52 21.13 01a59010o0233o   0x0000           5     16.960405
59010.350553 20.103715      NaN       5.0     11 o    0     1.12 210.91067 54.31166  3141.43  1490.35 2.32 1.92  -2.8 -0.401    19.64 21.27 01a59010o0246o   0x0000           5     15.480805
59010.364374 19.922338      NaN     -19.0     13 o    0     1.15 210.91067 54.31166  3129.39  1609.05 2.60 1.98  -7.8 -0.377    19.44 21.12 01a59010o0276o  0x80000           5     16.960405
59014.334652 19.922338      NaN     -16.0     13 o    0     0.67 210.91067 54.31166  3181.65  1533.01 2.37 1.97  -4.4 -0.393    19.59 21.00 01a59014o0209o   0x0000           5     16.960405
59014.337878 20.009244      NaN      -1.0     12 o    0     1.37 210.91067 54.31166  3204.09  1572.49 3.00 2.37 -11.3 -0.324    19.40 21.01 01a59014o0216o  0x80000           5     16.206645
59014.343877 19.841877      NaN      -1.0     14 o    0     0.60 210.91067 54.31166  3147.37  1493.42 2.82 2.32  -8.4 -0.348    19.42 20.99 01a59014o0229o   0x0000           5     17.738527
59014.355863 20.103715      NaN     -23.0     11 o    0     1.10 210.91067 54.31166  3134.42  1609.74 2.74 2.13 -11.3 -0.355    19.48 20.99 01a59014o0255o   0x0000           5     15.480805
59018.339411 19.696897      NaN     -40.0     16 o    0     1.04 210.91067 54.31166  5524.90  5696.60 3.74 3.51  -6.3 -0.319    19.05 21.05 01a59018o0219o   0x0000           5     19.356015
59018.342633 19.719755      NaN      16.0     12 o    0     0.97 210.91067 54.31166  5546.42  5735.39 3.00 2.66  -5.6 -0.335    19.34 21.07 01a59018o0226o  0x80000           5     16.206645
59018.348619 19.922338      NaN       3.0     13 o    0     0.97 210.91067 54.31166  5486.69  5656.73 2.89 2.85   4.7 -0.368    19.29 21.05 01a59018o0239o  0x80000           5     16.960405
59018.360711 19.841877      NaN      -7.0     14 o    0     1.00 210.91067 54.31166  5471.86  5774.58 3.37 3.27 -21.4 -0.321    19.14 21.04 01a59018o0265o  0x80000           5     17.738527
59026.304053 19.696897      NaN     -10.0     16 o    0     1.08 210.91067 54.31166  6866.00  1783.15 3.33 2.75  -5.7 -0.351    19.27 20.88 01a59026o0141o  0x80000           5     19.356015
59026.307737 20.103715      NaN      -1.0     11 o    0     1.22 210.91067 54.31166  6886.00  1821.61 2.61 2.23  -9.7 -0.380    19.47 20.88 01a59026o0149o  0x80000           5     15.480805
59026.314190 19.696897      NaN     -21.0     16 o    0     0.87 210.91067 54.31166  6830.97  1745.40 3.29 2.73 -10.7 -0.346    19.27 20.85 01a59026o0163o  0x80000           5     19.356015
59026.324785 19.589310      NaN      22.0     12 o    0     0.92 210.91067 54.31166  6816.20  1863.38 3.22 2.55  -9.0 -0.334    19.34 20.87 01a59026o0186o  0x80000           5     16.206645
59028.360953 19.719755      NaN      10.0     14 o    0     1.13 210.91067 54.31166  3077.09  4978.46 2.39 1.84  36.0 -0.433    19.36 20.34 02a59028o0257o   0x0000           5     17.738527
59028.364691 20.009244      NaN      -8.0     12 o    0     1.28 210.91067 54.31166  3058.16  4943.29 2.30 1.82  35.8 -0.437    19.38 20.33 02a59028o0265o  0x80000           5     16.206645
59028.371595 19.979496      NaN       6.0     12 o    0     1.52 210.91067 54.31166  3115.50  5013.39 2.44 1.80  38.1 -0.432    19.37 20.29 02a59028o0280o  0x80000           5     16.206645
59028.382222 19.922338      NaN     -11.0     13 o    0     1.70 210.91067 54.31166  3134.61  4895.42 2.40 1.79  37.2 -0.439    19.36 20.27 02a59028o0303o   0x0000           5     16.960405
59030.296004 19.674510      NaN       9.0     15 o    0     1.25 210.91067 54.31166  6865.64  1779.83 3.11 2.26 -10.0 -0.350    19.18 20.19 01a59030o0123o   0x0000           5     18.537943
59030.299232 19.631075      NaN      -2.0     17 o    0     0.61 210.91067 54.31166  6885.78  1818.35 2.98 2.16  -9.1 -0.354    19.20 20.19 01a59030o0130o  0x80000           5     20.190476
59030.309024 19.719755      NaN       7.0     15 o    0     0.96 210.91067 54.31166  6831.41  1742.39 3.13 2.23  -7.4 -0.342    19.19 20.21 01a59030o0151o  0x80000           5     18.537943
59030.321174 19.922338      NaN      -6.0     13 o    0     1.05 210.91067 54.31166  6814.19  1858.47 2.26 1.93 -10.7 -0.397    19.42 20.20 01a59030o0177o   0x0000           5     16.960405
