         MJD         m       dm       uJy   duJy F  err    chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset      duJy_new
59444.242006 19.051202      NaN     -46.0     29 o    0     0.95 210.91067 54.31166   798.12  3017.57 2.22 1.77 -51.3 -0.445    18.54 18.61 02a59444o0030o   0x0000           5     30.978304
59444.245232 19.401649      NaN     -18.0     21 o    0     1.23 210.91067 54.31166   774.39  2974.86 2.25 1.81 -52.7 -0.441    18.82 19.14 02a59444o0037o   0x0000           5     23.657035
59444.252548 19.631075      NaN     -32.0     17 o    0     1.63 210.91067 54.31166   839.06  3053.94 2.21 1.76 -52.7 -0.446    19.01 19.50 02a59444o0053o   0x0000           5     20.190476
59444.264113 19.256669      NaN      26.0     17 o    0     1.05 210.91067 54.31166   858.29  2935.84 2.18 1.84 -53.2 -0.442    19.00 19.50 02a59444o0078o   0x0000           5     20.190476
59566.588910 18.738855      NaN      19.0     34 o    0     0.92 210.91067 54.31166  6970.31  4775.59 2.75 2.61 -64.8 -0.487    18.41 18.96 01a59566o0555o   0x0000           5     35.702315
59566.594444 18.720295      NaN      24.0     33 o    0     0.80 210.91067 54.31166  6953.10  4733.65 2.76 2.61 -63.4 -0.487    18.41 19.00 01a59566o0567o   0x0000           5     34.751336
59566.597677 18.878500      NaN     -22.0     34 o    0     0.75 210.91067 54.31166  7014.55  4813.26 2.74 2.66 -66.7 -0.482    18.46 19.03 01a59566o0574o  0x80000           5     35.702315
59566.608784 19.089302      NaN     -32.0     28 o    0     1.20 210.91067 54.31166  7036.91  4693.10 2.74 2.61 -62.9 -0.494    18.48 19.12 01a59566o0598o   0x0000           5     30.044223
59574.529482 19.014394      NaN     -31.0     30 o    0     0.88 210.91067 54.31166  8570.76   925.51 3.50 3.11 -62.2 -0.484    18.52 19.67 01a59574o0743o  0x80000           5     31.916380
59574.534607 19.169763      NaN     -74.0     26 o    0     0.96 210.91067 54.31166  8550.54   884.37 3.09 2.85 -67.2 -0.496    18.67 19.71 01a59574o0754o  0x80000           5     28.189632
59574.554902 19.051202      NaN      26.0     22 o    0     0.94 210.91067 54.31166  8613.15   955.01 2.80 2.63 -60.6 -0.515    18.90 19.94 01a59574o0797o  0x80000           5     24.549039
59574.564699 19.169763      NaN     -23.0     26 o    0     0.89 210.91067 54.31166  8634.18   834.25 3.44 3.06 -59.4 -0.496    18.77 20.02 01a59574o0818o  0x80000           5     28.189632
59590.575929 19.791368      NaN       7.0     14 o    0     1.06 210.91067 54.31166  8892.06  5175.93 3.05 3.02  86.0 -0.441    19.36 21.21 01a59590o0811o  0x80000           5     17.738527
59590.579166 19.922338      NaN     -22.0     13 o    0     1.35 210.91067 54.31166  8874.95  5131.55 3.17 3.15  61.1 -0.440    19.30 21.20 01a59590o0818o  0x80000           5     16.960405
59590.584709 19.841877      NaN       2.0     14 o    0     1.00 210.91067 54.31166  8936.40  5211.53 3.08 3.02  69.2 -0.442    19.35 21.23 01a59590o0830o  0x80000           5     17.738527
59590.599032 19.436675      NaN      24.0     14 o    0     0.96 210.91067 54.31166  8960.67  5094.27 3.09 3.06  44.2 -0.439    19.38 21.25 01a59590o0861o  0x80000           5     17.738527
59592.475361 17.870951      NaN     110.0     51 o    0     0.84 210.91067 54.31166  3834.51  7463.65 2.20 2.07   3.9 -0.443    18.01 20.56 02a59592o0540o   0x0000           5     52.150315
59592.480969 19.063754      NaN      13.0     26 o    0     1.18 210.91067 54.31166  3855.69  7513.36 2.29 2.18  26.8 -0.415    18.59 19.18 02a59592o0552o   0x0000           5     28.189632
59592.487553 19.089302      NaN      -5.0     28 o    0     1.05 210.91067 54.31166  3796.65  7433.04 2.33 2.21  29.2 -0.410    18.63 19.27 02a59592o0566o   0x0000           5     30.044223
59592.509547 18.921935      NaN      34.0     23 o    0     1.10 210.91067 54.31166  3770.21  7542.41 2.55 2.17  37.9 -0.389    18.76 19.49 02a59592o0613o   0x0000           5     25.449073
59594.620709 19.038793      NaN      33.0     20 o    0     1.00 210.91067 54.31166  3420.31  7131.57 3.08 2.95 -49.6 -0.443    19.00 20.23 01a59594o0892o  0x80000           5     22.774006
59594.623501 19.063754      NaN      19.0     24 o    0     1.09 210.91067 54.31166  3401.43  7092.66 3.06 2.99 -47.6 -0.440    18.79 20.05 01a59594o0898o   0x0000           5     26.356315
59594.630515 19.569016      NaN      -3.0     18 o    0     1.16 210.91067 54.31166  3462.54  7165.17 3.14 3.04  58.1 -0.418    19.04 20.36 01a59594o0913o  0x80000           5     21.039376
59594.654244 19.454622      NaN      23.0     14 o    0     1.02 210.91067 54.31166  3484.85  7048.33 3.02 2.93 -50.9 -0.442    19.31 21.10 01a59594o0963o  0x80000           5     17.738527
59598.565103 18.786693      NaN      -5.0     37 o    0     1.01 210.91067 54.31166  3404.21  7132.26 2.87 2.83 -69.6 -0.459    18.59 19.39 01a59598o0800o  0x80000           5     38.570135
59598.568750 18.816441      NaN     -27.0     36 o    0     1.14 210.91067 54.31166  3387.71  7097.71 3.13 2.90  55.8 -0.422    18.54 19.40 01a59598o0807o   0x0000           5     37.611904
59598.576160 18.786693      NaN     -13.0     37 o    0     0.97 210.91067 54.31166  3450.62  7169.66 3.02 2.90  69.4 -0.437    18.57 19.43 01a59598o0823o   0x0000           5     38.570135
59598.588165 19.014394      NaN     -38.0     30 o    0     1.12 210.91067 54.31166  3473.26  7051.23 2.91 2.80  61.6 -0.446    18.66 19.47 01a59598o0849o  0x80000           5     31.916380
59602.617065 19.454622      NaN     -19.0     20 o    0     0.85 210.91067 54.31166  4761.64  3207.05 2.92 2.88  37.7 -0.446    19.03 20.19 01a59602o0913o   0x0000           5     22.774006
59602.619385 19.401649      NaN      -8.0     21 o    0     0.84 210.91067 54.31166  4742.45  3168.36 3.01 2.94  30.3 -0.446    19.00 20.18 01a59602o0918o   0x0000           5     23.657035
59602.623084 19.549093      NaN       6.0     18 o    0     0.97 210.91067 54.31166  4804.52  3243.70 2.96 2.80  45.4 -0.451    19.02 20.17 01a59602o0926o   0x0000           5     21.039376
59602.633771 19.510313      NaN      -7.0     19 o    0     0.91 210.91067 54.31166  4821.34  3127.51 2.91 2.85 -50.9 -0.448    19.07 20.21 01a59602o0949o  0x80000           5     21.901035
59604.615756 19.719755      NaN      13.0     13 o    0     1.20 210.91067 54.31166  8820.97  1668.40 2.19 1.96 -58.5 -0.446    19.43 20.49 02a59604o0892o  0x80000           5     16.960405
59604.620048 19.472870      NaN      22.0     14 o    0     0.73 210.91067 54.31166  8836.10  1706.23 2.16 1.89 -60.1 -0.451    19.40 20.49 02a59604o0901o   0x0000           5     17.738527
59604.625554 19.674510      NaN       9.0     15 o    0     0.63 210.91067 54.31166  8783.75  1631.63 2.17 1.93 -58.0 -0.443    19.38 20.49 02a59604o0913o  0x80000           5     18.537943
59604.636566 19.922338      NaN      -3.0     13 o    0     1.55 210.91067 54.31166  8765.77  1751.61 2.09 1.90 -63.6 -0.442    19.38 20.46 02a59604o0937o   0x0000           5     16.960405
59605.603829 19.922338      NaN      -7.0     13 o    0     1.03 210.91067 54.31166  8817.65  1667.15 2.09 1.92 -62.0 -0.447    19.44 20.57 02a59605o0867o   0x0000           5     16.960405
59605.605661 19.128787      NaN      29.0     19 o    0     0.93 210.91067 54.31166  8835.52  1704.92 2.12 1.89 -58.8 -0.453    18.88 19.86 02a59605o0871o  0x80000           5     21.901035
59605.608405 19.766969      NaN      14.0     12 o    0     1.61 210.91067 54.31166  8780.41  1631.14 2.10 1.94 -61.9 -0.449    19.46 20.62 02a59605o0877o   0x0000           5     16.206645
59605.615076 18.967180      NaN      27.0     24 o    0     0.93 210.91067 54.31166  8758.90  1748.63 2.19 1.98 -57.4 -0.444    18.62 19.56 02a59605o0891o   0x0000           5     26.356315
59608.548472 20.009244      NaN      -6.0     12 o    0     1.22 210.91067 54.31166  8802.87  1668.19 2.24 1.94 -55.2 -0.453    19.52 20.86 02a59608o0761o   0x0000           5     16.206645
59608.550760 19.816329      NaN      12.0     12 o    0     1.10 210.91067 54.31166  8821.35  1706.16 2.23 1.96 -54.4 -0.444    19.51 20.86 02a59608o0766o   0x0000           5     16.206645
59608.555372 19.549093      NaN      24.0     12 o    0     1.14 210.91067 54.31166  8765.52  1630.56 2.17 1.98 -57.5 -0.447    19.57 20.86 02a59608o0776o   0x0000           5     16.206645
59608.563625 19.950541      NaN      10.0     11 o    0     1.23 210.91067 54.31166  8747.05  1749.03 2.06 1.93 -59.4 -0.438    19.56 20.92 02a59608o0794o  0x80000           5     15.480805
59609.623547 19.419021      NaN      22.0     15 o    0     0.99 210.91067 54.31166  7437.01  8990.56 2.98 2.94  75.7 -0.444    19.46 21.24 01a59609o0919o  0x80000           5     18.537943
59609.627701 20.009244      NaN      -9.0     12 o    0     0.85 210.91067 54.31166  7418.31  8952.23 2.87 2.83 -71.4 -0.454    19.50 21.26 01a59609o0928o  0x80000           5     16.206645
59609.634159 19.766969      NaN      -5.0     15 o    0     0.85 210.91067 54.31166  7479.16  9027.21 3.45 3.03  47.4 -0.395    19.39 21.27 01a59609o0942o  0x80000           5     18.537943
59609.650720 19.674510      NaN       6.0     16 o    0     0.69 210.91067 54.31166  7498.37  8908.03 3.01 2.94 -77.7 -0.444    19.46 21.22 01a59609o0977o  0x80000           5     19.356015
59613.547708 20.009244      NaN      -7.0     12 o    0     1.44 210.91067 54.31166  7404.73  9007.33 2.90 2.82  87.0 -0.456    19.47 21.26 01a59613o0748o  0x80000           5     16.206645
59613.549551 19.922338      NaN       4.0     13 o    0     1.01 210.91067 54.31166  7387.12  8965.63 2.89 2.78  68.5 -0.452    19.51 21.27 01a59613o0752o  0x80000           5     16.960405
59613.552775 19.922338      NaN       0.0     13 o    0     0.78 210.91067 54.31166  7445.79  9043.77 2.89 2.73  60.1 -0.457    19.51 21.28 01a59613o0759o  0x80000           5     16.960405
59613.562958 19.549093      NaN      21.0     13 o    0     1.06 210.91067 54.31166  7467.48  8924.95 2.84 2.71  62.9 -0.457    19.53 21.33 01a59613o0781o  0x80000           5     16.960405
59617.590880 19.197966      NaN      27.0     18 o    0     1.01 210.91067 54.31166  5067.08  4844.19 3.18 3.00 -47.9 -0.429    19.06 20.49 01a59617o0670o   0x0000           5     21.039376
59617.593180 19.631075      NaN      -5.0     17 o    0     0.91 210.91067 54.31166  5047.33  4804.71 3.09 2.97 -51.7 -0.421    19.06 20.50 01a59617o0675o   0x0000           5     20.190476
59617.595946 19.510313      NaN     -17.0     19 o    0     0.78 210.91067 54.31166  5107.03  4880.83 3.23 3.00 -49.9 -0.418    19.07 20.50 01a59617o0681o   0x0000           5     21.901035
59617.601013 19.696897      NaN       1.0     16 o    0     1.07 210.91067 54.31166  5126.78  4763.25 3.15 2.96 -50.6 -0.434    19.08 20.49 01a59617o0692o   0x0000           5     19.356015
59621.527524 19.384550      NaN      15.0     18 o    0     0.89 210.91067 54.31166  5034.87  4853.37 3.01 2.97 -75.1 -0.441    19.05 20.37 01a59621o0683o   0x0000           5     21.039376
59621.529372 19.696897      NaN     -14.0     16 o    0     1.31 210.91067 54.31166  5017.64  4813.68 2.95 2.91  38.6 -0.449    19.14 20.39 01a59621o0687o  0x80000           5     19.356015
59621.532601 19.491430      NaN      12.0     17 o    0     1.08 210.91067 54.31166  5076.78  4889.10 2.97 2.83  43.2 -0.441    19.16 20.45 01a59621o0694o   0x0000           5     20.190476
59621.539069 19.318728      NaN      22.0     17 o    0     0.83 210.91067 54.31166  5094.99  4772.47 2.93 2.83  49.5 -0.447    19.22 20.53 01a59621o0708o   0x0000           5     20.190476
59623.516464 19.766969      NaN       1.0     15 o    0     1.99 210.91067 54.31166  4006.76  9604.46 2.17 1.99 -54.0 -0.436    19.12 19.75 02a59623o0677o   0x0000           5     18.537943
59623.518330 19.454622      NaN       4.0     20 o    0     0.78 210.91067 54.31166  4022.12  9644.94 2.22 2.12  54.2 -0.408    19.06 19.78 02a59623o0681o  0x80000           5     22.774006
59623.522047 19.197966      NaN      33.0     16 o    0     1.43 210.91067 54.31166  3961.09  9565.60 2.28 2.15  52.0 -0.401    19.06 19.78 02a59623o0689o   0x0000           5     19.356015
59623.530352 19.569016      NaN      -6.0     18 o    0     1.27 210.91067 54.31166  3942.37  9682.63 2.20 2.01 -55.3 -0.430    19.11 19.84 02a59623o0707o   0x0000           5     21.039376
59625.544667 18.944322      NaN      -8.0     32 o    0     1.25 210.91067 54.31166  3716.33  8765.36 2.95 2.58 -40.0 -0.479    18.65 19.45 01a59625o0365o  0x80000           5     33.803185
59625.547921 18.910912      NaN       5.0     33 o    0     1.26 210.91067 54.31166  3698.65  8726.18 3.05 2.63 -41.0 -0.475    18.62 19.45 01a59625o0372o  0x80000           5     34.751336
59625.553473 18.786693      NaN     -23.0     37 o    0     0.94 210.91067 54.31166  3755.00  8801.35 3.09 2.56 -40.5 -0.478    18.62 19.47 01a59625o0384o   0x0000           5     38.570135
59625.578425 18.729535      NaN      26.0     32 o    0     1.27 210.91067 54.31166  3770.18  8681.54 3.12 2.70 -39.8 -0.468    18.64 19.54 01a59625o0437o   0x0000           5     33.803185
59627.565485 19.351140      NaN     -10.0     22 o    0     1.41 210.91067 54.31166  7505.33  5605.93 2.40 1.95  42.2 -0.421    18.76 19.06 02a59627o0782o   0x0000           5     24.549039
59627.572555 19.271854      NaN       7.0     23 o    0     1.05 210.91067 54.31166  7519.24  5643.65 2.37 1.95  36.6 -0.431    18.75 19.07 02a59627o0797o   0x0000           5     25.449073
59627.574383 19.454622      NaN     -48.0     20 o    0     1.67 210.91067 54.31166  7464.69  5568.90 2.33 1.94  44.0 -0.427    18.77 19.08 02a59627o0801o   0x0000           5     22.774006
59627.579436 19.401649      NaN      -5.0     21 o    0     1.35 210.91067 54.31166  7446.93  5686.40 2.35 1.94  42.6 -0.429    18.78 19.09 02a59627o0812o  0x80000           5     23.657035
59629.513264 18.910912      NaN       8.0     32 o    0     0.97 210.91067 54.31166  3709.97  8769.30 2.74 2.65 -55.7 -0.476    18.72 19.41 01a59629o0568o  0x80000           5     33.803185
59629.516490 18.878500      NaN      -1.0     34 o    0     1.20 210.91067 54.31166  3691.70  8732.60 2.97 2.71  58.5 -0.435    18.65 19.43 01a59629o0574o   0x0000           5     35.702315
59629.519236 18.847027      NaN      -5.0     35 o    0     0.99 210.91067 54.31166  3750.56  8804.75 2.83 2.72  80.6 -0.455    18.68 19.43 01a59629o0580o  0x80000           5     36.655904
59629.524707 18.978793      NaN       8.0     30 o    0     1.43 210.91067 54.31166  3767.84  8686.60 2.96 2.75  60.9 -0.431    18.63 19.45 01a59629o0592o  0x80000           5     31.916380
59631.508394 19.766969      NaN       2.0     15 o    0     1.25 210.91067 54.31166  7497.93  5600.36 2.32 1.95  44.4 -0.433    19.25 19.99 02a59631o0657o   0x0000           5     18.537943
59631.511615 19.401649      NaN       8.0     20 o    0     0.89 210.91067 54.31166  7516.05  5639.10 2.73 2.08  42.1 -0.412    19.17 20.01 02a59631o0664o   0x0000           5     22.774006
59631.518024 19.841877      NaN     -16.0     14 o    0     1.07 210.91067 54.31166  7459.01  5563.80 2.56 1.99  44.6 -0.420    19.21 20.03 02a59631o0678o  0x80000           5     17.738527
59631.523737 19.674510      NaN       9.0     15 o    0     0.87 210.91067 54.31166  7437.97  5679.93 2.34 1.96  46.8 -0.432    19.29 20.05 02a59631o0690o   0x0000           5     18.537943
59633.554770 19.631075      NaN     -33.0     17 o    0     1.01 210.91067 54.31166  1140.27  5220.83 2.90 2.70 -47.0 -0.484    19.22 20.63 01a59633o0766o   0x0000           5     20.190476
59633.556593 19.696897      NaN     -14.0     16 o    0     1.13 210.91067 54.31166  1122.21  5182.14 2.78 2.66 -50.6 -0.483    19.23 20.61 01a59633o0770o   0x0000           5     19.356015
59633.559329 19.696897      NaN     -14.0     16 o    0     1.05 210.91067 54.31166  1181.78  5255.79 2.91 2.66 -48.9 -0.486    19.22 20.60 01a59633o0776o  0x80000           5     19.356015
59633.564798 19.569016      NaN       5.0     18 o    0     0.93 210.91067 54.31166  1198.92  5137.74 2.82 2.61 -48.4 -0.492    19.23 20.63 01a59633o0788o   0x0000           5     21.039376
59635.557330 20.009244      NaN       3.0     12 o    0     0.96 210.91067 54.31166  1843.17  7505.63 2.17 1.95  43.7 -0.423    19.51 20.78 02a59635o0758o   0x0000           5     16.206645
59635.559614 19.922338      NaN      -5.0     13 o    0     0.96 210.91067 54.31166  1862.99  7544.54 2.22 1.97  42.8 -0.424    19.51 20.77 02a59635o0763o  0x80000           5     16.960405
59635.562363 19.922338      NaN     -11.0     13 o    0     0.72 210.91067 54.31166  1804.35  7463.80 2.17 1.96  39.6 -0.428    19.52 20.76 02a59635o0769o   0x0000           5     16.960405
59635.585478 19.979496      NaN       6.0     12 o    0     1.01 210.91067 54.31166  1788.70  7576.70 2.07 1.95  31.3 -0.439    19.53 20.78 02a59635o0819o   0x0000           5     16.206645
59637.475994 19.766969      NaN     -28.0     15 o    0     1.05 210.91067 54.31166  1147.16  5218.70 2.88 2.81  24.1 -0.454    19.33 21.08 01a59637o0588o   0x0000           5     18.537943
59637.479193 19.454622      NaN       4.0     20 o    0     0.84 210.91067 54.31166  1124.86  5179.17 3.59 3.41 -49.3 -0.417    19.15 21.05 01a59637o0595o   0x0000           5     22.774006
59637.487032 19.696897      NaN     -15.0     16 o    0     0.94 210.91067 54.31166  1186.44  5254.63 2.91 2.85  52.0 -0.447    19.30 21.04 01a59637o0611o   0x0000           5     19.356015
59637.496327 19.510313      NaN      17.0     15 o    0     0.97 210.91067 54.31166  1203.69  5136.21 3.11 2.92 -46.7 -0.458    19.31 21.08 01a59637o0631o   0x0000           5     18.537943
59641.587127 19.841877      NaN     -19.0     14 o    0     0.88 210.91067 54.31166  6137.95  9498.25 2.74 2.70  27.0 -0.473    19.49 21.19 01a59641o0734o  0x80000           5     17.738527
59641.591245 19.766969      NaN      -8.0     15 o    0     0.89 210.91067 54.31166  6163.15  9538.25 3.12 2.77  44.6 -0.427    19.45 21.21 01a59641o0743o  0x80000           5     18.537943
59641.597959 19.674510      NaN      15.0     13 o    0     1.27 210.91067 54.31166  6101.08  9462.79 2.95 2.71  43.4 -0.445    19.48 21.19 01a59641o0757o  0x80000           5     16.960405
59641.631331 19.922338      NaN     -12.0     13 o    0     1.27 210.91067 54.31166  6093.91  9584.31 2.97 2.76  43.6 -0.447    19.46 21.13 01a59641o0829o   0x0000           5     16.960405
59645.456083 19.089302      NaN     -18.0     28 o    0     1.52 210.91067 54.31166  4460.12  1082.28 2.79 2.74 -40.7 -0.471    18.26 19.94 01a59645o0536o  0x80000           5     30.044223
59645.460214 18.104842      NaN      33.0     60 o    0     1.22 210.91067 54.31166  4435.29  1041.20 2.74 2.67 -40.7 -0.478    17.69 19.29 01a59645o0545o  0x80000           5     60.980778
59645.466659 18.220396      NaN      33.0     53 o    0     0.85 210.91067 54.31166  4499.16  1117.45 2.83 2.77 -40.4 -0.472    18.14 19.79 01a59645o0559o  0x80000           5     54.107812
59645.472671 19.454622      NaN     -24.0     20 o    0     0.92 210.91067 54.31166  4516.14   999.09 2.76 2.73 -47.0 -0.473    19.06 20.70 01a59645o0572o  0x80000           5     22.774006
59649.568256 19.841877      NaN     -20.0     14 o    0     0.88 210.91067 54.31166 10247.53  9044.27 3.19 3.04 -81.2 -0.371    19.37 21.23 01a59649o0693o   0x0000           5     17.738527
59649.571912 19.922338      NaN      -8.0     13 o    0     1.06 210.91067 54.31166 10274.28  9083.42 3.23 2.93  40.0 -0.363    19.49 21.29 01a59649o0701o  0x80000           5     16.960405
59649.607451 19.589310      NaN      16.0     14 o    0     1.06 210.91067 54.31166 10217.36  9013.21 3.29 3.04  40.7 -0.361    19.39 21.32 01a59649o0778o   0x0000           5     17.738527
59649.613172 19.841877      NaN     -34.0     14 o    0     1.14 210.91067 54.31166 10204.58  9135.12 3.52 3.15  37.6 -0.344    19.35 21.29 01a59649o0790o   0x0000           5     17.738527
59653.458355 18.967180      NaN      15.0     28 o    0     0.85 210.91067 54.31166   344.64  1479.22 2.61 2.58  -5.8 -0.580    18.73 19.60 01a59653o0133o  0x80000           5     30.044223
59653.461539 19.014394      NaN       1.0     30 o    0     1.09 210.91067 54.31166   320.26  1440.80 3.02 2.72 -44.5 -0.586    18.80 19.61 01a59653o0140o  0x80000           5     31.916380
59653.464820 19.014394      NaN     -45.0     30 o    0     1.24 210.91067 54.31166   386.76  1515.40 3.29 2.92 -36.9 -0.557    18.72 19.63 01a59653o0147o  0x80000           5     31.916380
59653.474963 19.051202      NaN      11.0     27 o    0     0.97 210.91067 54.31166   402.97  1396.68 2.73 2.65  -2.2 -0.573    18.77 19.66 01a59653o0169o  0x80000           5     29.114521
59657.505247 18.693037      NaN      12.0     38 o    0     1.10 210.91067 54.31166  7184.41  6854.36 2.85 2.74  39.5 -0.461    18.63 19.27 01a59657o0647o   0x0000           5     39.530435
59657.507072 18.489118      NaN      28.0     41 o    0     0.85 210.91067 54.31166  7164.43  6814.51 2.88 2.81  44.1 -0.464    18.62 19.27 01a59657o0651o   0x0000           5     42.422345
59657.509836 18.693037      NaN       6.0     40 o    0     1.21 210.91067 54.31166  7223.39  6890.97 2.87 2.79  46.7 -0.455    18.59 19.27 01a59657o0657o   0x0000           5     41.456668
59657.514882 18.417189      NaN      47.0     38 o    0     0.92 210.91067 54.31166  7237.51  6775.02 2.90 2.77  41.0 -0.461    18.62 19.27 01a59657o0668o   0x0000           5     39.530435
59659.520249 18.534680      NaN      49.0     32 o    0     0.76 210.91067 54.31166  2466.55  1198.22 2.02 1.81  39.1 -0.473    18.53 18.88 02a59659o0622o   0x0000           5     33.803185
59659.523908 19.569016      NaN      -2.0     18 o    0     1.78 210.91067 54.31166  2445.57  1163.35 1.94 1.79  43.1 -0.473    18.98 19.47 02a59659o0630o   0x0000           5     21.039376
59659.529411 19.226921      NaN      22.0     19 o    0     1.30 210.91067 54.31166  2504.53  1236.33 2.30 1.85  39.8 -0.449    18.93 19.53 02a59659o0642o  0x80000           5     21.901035
59659.539595 17.793801      NaN      39.0     81 o    0     1.07 210.91067 54.31166  2522.55  1114.51 1.98 1.86  47.9 -0.470    17.21 17.31 02a59659o0664o   0x0000           5     81.729158
59665.533066 19.302877      NaN      29.0     15 o    0     1.11 210.91067 54.31166  7789.99  7652.66 2.77 2.74 -52.4 -0.469    19.33 20.73 01a59665o0675o  0x80000           5     18.537943
59665.536286 19.766969      NaN      -5.0     15 o    0     0.95 210.91067 54.31166  7812.48  7691.09 2.77 2.74 -68.0 -0.467    19.38 20.75 01a59665o0682o  0x80000           5     18.537943
59665.571838 19.696897      NaN     -25.0     16 o    0     1.14 210.91067 54.31166  7759.36  7620.82 3.48 2.97  38.5 -0.364    19.20 20.69 01a59665o0759o  0x80000           5     19.356015
59665.578310 19.241693      NaN      30.0     16 o    0     0.94 210.91067 54.31166  7744.47  7741.17 2.93 2.75  36.9 -0.440    19.30 20.65 01a59665o0773o  0x80000           5     19.356015
59669.566522 19.841877      NaN     -25.0     14 o    0     1.01 210.91067 54.31166  7806.80  7658.36 2.81 2.79 -31.9 -0.458    19.38 20.90 01a59669o0121o  0x80000           5     17.738527
59669.569720 19.841877      NaN      -8.0     14 o    0     1.16 210.91067 54.31166  7828.22  7696.27 2.81 2.80  14.1 -0.453    19.36 20.88 01a59669o0128o  0x80000           5     17.738527
59669.575199 19.696897      NaN       4.0     16 o    0     0.83 210.91067 54.31166  7767.00  7623.44 2.94 2.89 -55.9 -0.442    19.32 20.88 01a59669o0140o  0x80000           5     19.356015
59669.586649 19.696897      NaN      -8.0     16 o    0     0.93 210.91067 54.31166  7755.63  7742.02 2.84 2.82 -19.9 -0.450    19.35 20.81 01a59669o0165o   0x0000           5     19.356015
59677.432718 19.510313      NaN       4.0     19 o    0     0.95 210.91067 54.31166  1518.47  6845.60 3.14 2.93 -48.5 -0.458    19.09 20.51 01a59677o0396o  0x80000           5     21.901035
59677.434545 19.569016      NaN     -11.0     18 o    0     0.79 210.91067 54.31166  1501.44  6807.17 2.92 2.69 -44.3 -0.474    19.19 20.53 01a59677o0400o  0x80000           5     21.039376
59677.437742 19.696897      NaN     -18.0     16 o    0     1.05 210.91067 54.31166  1559.48  6880.40 2.82 2.64 -51.5 -0.479    19.23 20.58 01a59677o0407o  0x80000           5     19.356015
59677.444135 19.569016      NaN      11.0     16 o    0     1.19 210.91067 54.31166  1575.60  6763.64 2.90 2.72 -43.7 -0.465    19.22 20.65 01a59677o0421o   0x0000           5     19.356015
59681.496107 19.212347      NaN     -50.0     25 o    0     1.31 210.91067 54.31166  3845.98  7502.03 2.84 2.74 -10.0 -0.466    18.79 19.72 01a59681o0587o  0x80000           5     27.270044
59681.499319 19.128787      NaN       2.0     27 o    0     1.22 210.91067 54.31166  3868.42  7540.98 2.89 2.79 -26.6 -0.461    18.75 19.71 01a59681o0594o   0x0000           5     29.114521
59681.507109 19.051202      NaN     -33.0     29 o    0     0.87 210.91067 54.31166  3808.34  7464.49 2.92 2.84 -15.4 -0.459    18.77 19.74 01a59681o0611o  0x80000           5     30.978304
59681.539979 19.169763      NaN       0.0     26 o    0     1.12 210.91067 54.31166  3798.98  7585.30 2.92 2.85  -1.3 -0.451    18.76 19.72 01a59681o0682o   0x0000           5     28.189632
59683.459131 15.886312      NaN      11.0    533 o    0     1.54 210.91067 54.31166  5487.46  8621.51 2.94 2.25  30.2 -0.483    16.51 16.65 02a59683o0492o 0x400802           5    533.111297
59683.462358 18.079051      NaN     -42.0     71 o    0     1.38 210.91067 54.31166  5468.64  8582.66 2.85 2.18  31.9 -0.400    18.19 18.51 02a59683o0499o   0x0000           5     71.830741
59683.467858 18.816441      NaN      -1.0     36 o    0     0.94 210.91067 54.31166  5523.27  8659.66 2.94 2.33  32.7 -0.366    18.56 19.17 02a59683o0511o   0x0000           5     37.611904
59683.478424 19.128787      NaN     -20.0     27 o    0     1.26 210.91067 54.31166  5539.54  8541.81 2.89 2.21  31.3 -0.379    18.68 19.31 02a59683o0534o  0x80000           5     29.114521
59687.408088 19.212347      NaN     -24.0     25 o    0     0.90 210.91067 54.31166  5107.48  1969.88 2.13 1.93  45.8 -0.427    18.69 19.06 02a59687o0396o   0x0000           5     27.270044
59687.409916 19.287255      NaN       9.0     22 o    0     1.53 210.91067 54.31166  5125.58  2008.73 2.12 1.92  46.6 -0.429    18.71 19.05 02a59687o0400o   0x0000           5     24.549039
59687.412664 19.241693      NaN      12.0     22 o    0     1.04 210.91067 54.31166  5069.65  1931.18 2.12 1.98  49.7 -0.432    18.67 19.05 02a59687o0406o   0x0000           5     24.549039
59687.417692 19.256669      NaN       5.0     24 o    0     0.86 210.91067 54.31166  5053.45  2049.21 2.15 1.89  43.2 -0.439    18.69 19.05 02a59687o0417o   0x0000           5     26.356315
59689.458999 18.034118      NaN      32.0     65 o    0     0.25 210.91067 54.31166 10524.70  1293.90 3.23 2.84 -54.5 -0.510    18.76 19.77 01a59689o0350o   0x0000           5     65.906413
59689.459912 19.089302      NaN      14.0     25 o    0     1.01 210.91067 54.31166  1226.70  1668.39 2.93 2.81 -53.2 -0.542    18.82 19.78 01a59689o0352o  0x80000           5     27.270044
59689.463105 19.212347      NaN     -31.0     25 o    0     1.13 210.91067 54.31166  1248.93  1708.17 2.93 2.76 -55.2 -0.550    18.86 19.79 01a59689o0359o  0x80000           5     27.270044
59689.467662 19.128787      NaN     -25.0     27 o    0     1.19 210.91067 54.31166 10490.47  1258.31 2.96 2.66 -52.0 -0.521    18.87 19.81 01a59689o0369o  0x80000           5     29.114521
59689.469033 18.796518      NaN      25.0     30 o    0     0.96 210.91067 54.31166  1190.63  1629.61 3.90 3.77 -70.2 -0.404    18.54 19.80 01a59689o0372o  0x80000           5     31.916380
