         MJD         m       dm     uJy    duJy   F  err   chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask     duJy_new
57774.572690 19.454622      NaN   -30.0    20.0   o  0.0    1.03 210.89922 54.31833  7889.37  3250.30 3.67 3.42  87.4 -0.423    19.28 20.84 02a57774o0747o   0x0000    22.774006
57774.585373 19.287255      NaN    16.0    18.0   o  0.0    1.12 210.89922 54.31833  7911.75  3289.69 3.62 3.31  87.5 -0.433    19.32 20.87 02a57774o0771o   0x0000    21.039376
57774.598083 19.128787      NaN    18.0    21.0   o  0.0    1.10 210.89922 54.31833  7856.51  3215.94 3.58 3.29  88.6 -0.439    19.33 20.88 02a57774o0795o   0x0000    23.657035
57774.610853 19.454622      NaN     0.0    20.0   o  0.0    1.11 210.89922 54.31833  7836.08  3337.06 3.55 3.24  89.9 -0.440    19.34 20.89 02a57774o0819o   0x0000    22.774006
57774.623493 19.128787      NaN    21.0    20.0   o  0.0    0.86 210.89922 54.31833  7879.94  3277.99 3.55 3.26  86.5 -0.443    19.35 20.90 02a57774o0843o   0x0000    22.774006
57794.512274 18.459772      NaN   -18.0    50.0   o  0.0    0.91 210.89922 54.31833  9393.79  1038.13 3.62 3.25  83.3 -0.482    18.37 19.00 02a57794o0591o   0x0000    51.172799
57794.523666 18.403357      NaN    14.0    48.0   o  0.0    0.94 210.89922 54.31833   175.22   953.17 3.99 3.73 -89.3 -0.429    18.35 19.00 02a57794o0611o   0x0000    49.220477
57794.525313 17.967720      NaN    74.0    54.0   o  0.0    1.03 210.89922 54.31833  9404.22  1078.17 3.68 3.32  82.2 -0.491    18.34 19.00 02a57794o0614o   0x0000    55.087706
57794.536683 18.158337      NaN   -12.0    66.0   o  0.0    0.86 210.89922 54.31833   197.40   994.73 3.94 3.66  88.2 -0.443    18.20 18.84 02a57794o0634o   0x0000    66.892865
57794.538476 17.004613      NaN   -78.0   191.0   o  0.0    1.17 210.89922 54.31833  9345.25  1004.79 3.60 3.25  85.8 -0.546    16.86 16.79 02a57794o0637o 0x400802   191.310364
57794.542087 17.995680      NaN     5.0    75.0   o  0.0    1.15 210.89922 54.31833  2511.74   519.34 3.93 3.81 -69.8 -0.669    18.26 19.26 01a57794o0644o   0x0000    75.786907
57794.544733 17.990970      NaN  -173.0    77.0   o  0.0    1.13 210.89922 54.31833  3700.87 10311.74 3.45 3.36  -2.9 -0.707    18.31 19.30 01a57794o0649o  0x80000    77.766672
57794.549409 18.084160      NaN    38.0    58.0   o  0.0    0.97 210.89922 54.31833   135.65   911.26 3.95 3.63  89.8 -0.404    18.14 18.77 02a57794o0657o   0x0000    59.014027
57794.551239 17.809593      NaN  -212.0    91.0   o  0.0    1.04 210.89922 54.31833  9332.98  1125.69 3.65 3.26  85.7 -0.479    17.67 18.01 02a57794o0660o   0x0000    91.649634
57794.554417 18.094452      NaN   -35.0    70.0   o  0.0    1.28 210.89922 54.31833  2484.48   480.82 3.89 3.75 -67.1 -0.671    18.30 19.28 01a57794o0667o   0x0000    70.842468
57794.557073 17.740268      NaN    66.0    75.0   o  0.0    1.33 210.89922 54.31833  3678.98 10272.01 3.32 3.25  10.7 -0.720    18.36 19.33 01a57794o0672o   0x0000    75.786907
57794.561701 17.833722      NaN    -3.0    89.0   o  0.0    0.74 210.89922 54.31833   112.74  1029.41 3.90 3.63  89.8 -0.428    17.83 18.24 02a57794o0680o   0x0000    89.664125
57794.563362 17.931525      NaN    34.0    70.0   o  0.0    1.28 210.89922 54.31833  9368.92  1067.69 3.63 3.21  86.2 -0.499    17.97 18.32 02a57794o0683o   0x0000    70.842468
57794.566749 17.976960      NaN   -24.0    78.0   o  0.0    0.96 210.89922 54.31833  2551.18   555.69 3.80 3.64 -68.2 -0.652    18.33 19.30 01a57794o0690o  0x80000    78.756938
57794.569493 17.725445      NaN    37.0    86.0   o  0.0    0.94 210.89922 54.31833  3737.82 10347.21 3.33 3.25   7.6 -0.697    18.38 19.36 01a57794o0695o   0x0000    86.687112
57794.573926 16.604924      NaN  -386.0   276.0   o  0.0    1.20 210.89922 54.31833   146.73   974.13 3.86 3.57  86.0 -0.448    16.48 16.20 02a57794o0703o 0x400802   276.214872
57794.579025 17.954005      NaN    20.0    73.0   o  0.0    1.11 210.89922 54.31833  2568.59   435.62 3.82 3.68 -68.8 -0.652    18.33 19.32 01a57794o0713o   0x0000    73.808233
57794.581760 18.005163      NaN   -11.0    76.0   o  0.0    1.06 210.89922 54.31833  3760.92 10226.62 3.36 3.25   2.2 -0.682    18.38 19.38 01a57794o0718o   0x0000    76.776659
57794.591341 17.958558      NaN    16.0    74.0   o  0.0    0.99 210.89922 54.31833  2522.84   494.72 3.83 3.68 -65.7 -0.666    18.36 19.34 01a57794o0736o  0x80000    74.797429
57794.594018 17.801668      NaN    38.0    79.0   o  0.0    0.84 210.89922 54.31833  3728.08 10284.39 3.43 3.29  -2.9 -0.685    18.38 19.40 01a57794o0741o   0x0000    79.747447
57798.520921 18.878500      NaN   -14.0    34.0   o  0.0    0.78 210.89922 54.31833  6995.63   880.45 3.53 3.39 -77.4 -0.473    18.81 19.80 02a57798o0629o  0x80000    35.702315
57798.542136 19.051202      NaN    -4.0    29.0   o  0.0    1.18 210.89922 54.31833  7019.55   922.15 3.56 3.41 -78.8 -0.457    18.83 19.81 02a57798o0668o   0x0000    30.978304
57798.555288 18.720295      NaN    25.0    31.0   o  0.0    1.05 210.89922 54.31833  6963.85   847.42 3.58 3.45 -76.7 -0.466    18.84 19.86 02a57798o0692o   0x0000    32.858109
57798.561715 17.922662      NaN   -49.0    82.0   o  0.0    0.92 210.89922 54.31833  3381.00  8193.33 4.06 3.63  84.2 -0.919    18.65 20.07 01a57798o0648o  0x80000    82.720344
57798.568326 18.944322      NaN   -32.0    32.0   o  0.0    0.97 210.89922 54.31833  6942.21   968.92 3.57 3.45 -76.1 -0.461    18.86 19.91 02a57798o0716o  0x80000    33.803185
57798.574354 18.125925      NaN   -35.0    68.0   o  0.0    1.36 210.89922 54.31833  3368.15  8152.43 4.14 3.70 -88.9 -0.897    18.65 20.10 01a57798o0670o  0x80000    68.866939
57798.581167 18.978793      NaN   -25.0    31.0   o  0.0    0.87 210.89922 54.31833  6985.70   910.26 3.58 3.48 -82.0 -0.458    18.87 19.91 02a57798o0740o   0x0000    32.858109
57798.589598 17.564935      NaN    87.0    85.0   o  0.0    0.80 210.89922 54.31833  3422.93  8225.81 4.00 3.58 -83.5 -0.949    18.70 20.11 01a57798o0696o  0x80000    85.695130
57798.604751 17.918258      NaN    13.0    78.0   o  0.0    0.94 210.89922 54.31833  3431.09  8105.56 4.20 3.77 -86.5 -0.879    18.64 20.12 01a57798o0722o  0x80000    78.756938
57798.618994 18.110074      NaN  -153.0    69.0   o  0.0    1.11 210.89922 54.31833  3388.57  8162.09 4.05 3.62 -84.1 -0.935    18.70 20.15 01a57798o0748o  0x80000    69.854530
57801.672938 16.040902      NaN  -709.0   464.0   o  0.0    1.10 210.89922 54.31833  6358.45  3029.36 3.60 3.57   5.4 -0.802    16.85 18.00 01a57801o0797o 0x400802   464.127844
57802.557770 18.933071      NaN    19.0    26.0   o  0.0    1.09 210.89922 54.31833  7831.51  9744.88 3.27 2.97 -40.8 -0.448    19.13 20.45 02a57802o0613o   0x0000    28.189632
